                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                 1.2351,                 0.6645,                 1.0494,                 0.9425,                0.93482,                0.97367,                0.65934,                 1.1671,                 0.5159,                 1.0251,               0.004852,               0.004852,               0.004852
                    158,                 1.2253,                0.66056,                  1.043,                0.94276,                0.93516,                 0.9727,                0.66024,                 1.1662,                0.51526,                 1.0247,               0.004819,               0.004819,               0.004819
                    159,                 1.2249,                0.65902,                 1.0459,                0.94461,                0.93343,                0.97268,                0.66034,                 1.1652,                0.51501,                 1.0242,               0.004786,               0.004786,               0.004786
                    160,                 1.2322,                0.65914,                 1.0459,                0.94395,                0.93325,                0.97366,                0.66098,                 1.1648,                0.51447,                  1.024,               0.004753,               0.004753,               0.004753
                    161,                 1.2298,                0.66097,                 1.0455,                0.94455,                0.93239,                0.97295,                0.66082,                 1.1638,                0.51404,                 1.0237,                0.00472,                0.00472,                0.00472
                    162,                 1.2261,                0.65756,                 1.0441,                0.94543,                0.93146,                0.97379,                0.66121,                 1.1632,                0.51317,                 1.0232,               0.004687,               0.004687,               0.004687
                    163,                 1.2241,                0.65735,                 1.0436,                 0.9454,                0.92989,                0.97388,                 0.6619,                 1.1626,                0.51283,                  1.023,               0.004654,               0.004654,               0.004654
                    164,                 1.2243,                0.65579,                 1.0423,                0.94559,                0.92902,                0.97367,                0.66179,                  1.161,                0.51321,                 1.0224,               0.004621,               0.004621,               0.004621
                    165,                 1.2194,                0.65491,                 1.0412,                0.94512,                0.92935,                0.97366,                0.66281,                   1.16,                0.51256,                 1.0219,               0.004588,               0.004588,               0.004588
                    166,                  1.217,                0.65388,                 1.0412,                0.94469,                0.92941,                0.97335,                0.66288,                 1.1592,                0.51216,                 1.0215,               0.004555,               0.004555,               0.004555
                    167,                  1.218,                0.65213,                 1.0416,                0.94423,                0.92916,                0.97358,                0.66314,                  1.158,                0.51165,                  1.021,               0.004522,               0.004522,               0.004522
                    168,                 1.2172,                0.65053,                 1.0409,                0.94589,                0.92864,                 0.9736,                0.66348,                 1.1569,                0.51108,                 1.0206,               0.004489,               0.004489,               0.004489
                    169,                 1.2207,                0.65276,                 1.0387,                 0.9457,                0.92916,                0.97312,                0.66373,                 1.1557,                0.51007,                   1.02,               0.004456,               0.004456,               0.004456
                    170,                 1.2201,                0.65303,                 1.0427,                0.94583,                0.92875,                0.97292,                 0.6641,                 1.1553,                0.51005,                 1.0198,               0.004423,               0.004423,               0.004423
                    171,                 1.2123,                0.64854,                 1.0403,                0.94487,                0.93095,                 0.9729,                0.66453,                 1.1547,                0.50935,                 1.0195,                0.00439,                0.00439,                0.00439
                    172,                 1.2151,                0.65147,                 1.0396,                0.94444,                0.93039,                0.97284,                0.66528,                 1.1535,                 0.5085,                  1.019,               0.004357,               0.004357,               0.004357
                    173,                 1.2196,                0.65291,                  1.039,                0.94505,                0.92737,                0.97266,                0.66493,                 1.1525,                  0.508,                 1.0186,               0.004324,               0.004324,               0.004324
                    174,                 1.2167,                 0.6522,                  1.041,                0.94406,                0.93018,                0.97387,                0.66541,                 1.1521,                0.50779,                 1.0183,               0.004291,               0.004291,               0.004291
                    175,                 1.2158,                0.65211,                 1.0383,                0.94481,                0.92916,                0.97295,                0.66591,                 1.1521,                0.50733,                 1.0183,               0.004258,               0.004258,               0.004258
                    176,                 1.2127,                0.64766,                 1.0374,                0.94557,                0.92852,                0.97265,                0.66542,                 1.1518,                0.50685,                 1.0182,               0.004225,               0.004225,               0.004225
                    177,                 1.2119,                0.64988,                 1.0386,                0.94643,                0.92864,                0.97281,                0.66611,                  1.152,                0.50665,                 1.0182,               0.004192,               0.004192,               0.004192
                    178,                 1.2072,                0.64558,                 1.0371,                0.94656,                0.92874,                0.97263,                0.66648,                 1.1518,                0.50638,                 1.0181,               0.004159,               0.004159,               0.004159
                    179,                 1.2133,                0.64742,                 1.0384,                0.94766,                0.92839,                0.97268,                0.66632,                 1.1517,                0.50605,                  1.018,               0.004126,               0.004126,               0.004126
                    180,                 1.2063,                0.64476,                 1.0355,                0.94717,                0.92967,                0.97308,                0.66643,                 1.1514,                0.50577,                 1.0178,               0.004093,               0.004093,               0.004093
                    181,                 1.2038,                0.64554,                 1.0354,                0.94758,                 0.9293,                0.97305,                0.66653,                 1.1507,                  0.505,                 1.0175,                0.00406,                0.00406,                0.00406
                    182,                 1.2086,                0.64229,                 1.0364,                0.94869,                0.92916,                0.97316,                0.66693,                 1.1505,                0.50485,                 1.0172,               0.004027,               0.004027,               0.004027
                    183,                 1.2096,                0.64438,                 1.0376,                0.94781,                0.92902,                0.97285,                0.66668,                 1.1504,                0.50433,                 1.0171,               0.003994,               0.003994,               0.003994
                    184,                 1.2071,                0.64359,                 1.0358,                 0.9483,                0.92881,                0.97302,                0.66682,                 1.1494,                0.50407,                 1.0166,               0.003961,               0.003961,               0.003961
                    185,                 1.2025,                0.64367,                 1.0344,                0.94481,                0.93299,                0.97313,                0.66718,                 1.1493,                0.50355,                 1.0164,               0.003928,               0.003928,               0.003928
                    186,                 1.1987,                0.64067,                 1.0347,                0.94515,                0.93223,                0.97317,                0.66721,                 1.1488,                0.50335,                 1.0161,               0.003895,               0.003895,               0.003895
                    187,                 1.2064,                0.64313,                 1.0335,                0.94806,                0.93197,                0.97319,                0.66784,                 1.1488,                0.50294,                  1.016,               0.003862,               0.003862,               0.003862
                    188,                 1.2058,                 0.6434,                 1.0321,                0.94538,                0.93274,                0.97328,                0.66814,                 1.1481,                0.50206,                 1.0156,               0.003829,               0.003829,               0.003829
                    189,                  1.199,                0.63923,                 1.0315,                0.94642,                0.93325,                0.97342,                0.66888,                 1.1477,                 0.5015,                 1.0153,               0.003796,               0.003796,               0.003796
                    190,                 1.1949,                0.64098,                 1.0346,                0.94483,                0.93376,                0.97349,                0.66902,                  1.147,                0.50081,                 1.0151,               0.003763,               0.003763,               0.003763
                    191,                 1.1975,                0.64217,                 1.0346,                0.94457,                0.93376,                0.97343,                0.66874,                 1.1463,                0.50031,                 1.0149,                0.00373,                0.00373,                0.00373
                    192,                 1.1949,                0.63814,                 1.0323,                0.94493,                0.93325,                0.97342,                 0.6691,                 1.1454,                0.49944,                 1.0145,               0.003697,               0.003697,               0.003697
                    193,                 1.1883,                0.63448,                 1.0307,                0.94575,                0.93299,                0.97351,                0.66873,                 1.1451,                 0.4986,                 1.0144,               0.003664,               0.003664,               0.003664
                    194,                 1.1953,                0.63518,                 1.0291,                0.94639,                0.93325,                0.97373,                0.66886,                  1.145,                0.49838,                 1.0142,               0.003631,               0.003631,               0.003631
                    195,                 1.1949,                0.63735,                 1.0321,                0.94514,                0.93325,                0.97356,                0.66923,                  1.144,                0.49777,                 1.0138,               0.003598,               0.003598,               0.003598
                    196,                 1.1971,                0.63236,                 1.0339,                0.94581,                0.93325,                0.97385,                0.66887,                 1.1428,                0.49739,                 1.0133,               0.003565,               0.003565,               0.003565
                    197,                 1.1946,                0.63495,                 1.0314,                0.94442,                0.93429,                0.97347,                0.66858,                 1.1426,                0.49668,                 1.0131,               0.003532,               0.003532,               0.003532
                    198,                 1.1941,                0.63507,                 1.0285,                0.94492,                0.93402,                0.97359,                0.66909,                 1.1423,                 0.4966,                  1.013,               0.003499,               0.003499,               0.003499
                    199,                 1.1919,                0.63224,                 1.0315,                0.94465,                0.93405,                0.97372,                0.66938,                 1.1424,                0.49665,                  1.013,               0.003466,               0.003466,               0.003466
                    200,                 1.1875,                 0.6336,                 1.0296,                0.94501,                0.93402,                0.97372,                0.66985,                 1.1421,                0.49579,                  1.013,               0.003433,               0.003433,               0.003433
                    201,                 1.1852,                0.62861,                 1.0302,                0.94637,                0.93429,                0.97424,                0.66988,                 1.1419,                 0.4955,                  1.013,                 0.0034,                 0.0034,                 0.0034
                    202,                   1.19,                0.62902,                 1.0307,                0.94639,                0.93458,                0.97437,                0.67009,                 1.1414,                0.49501,                 1.0127,               0.003367,               0.003367,               0.003367
                    203,                  1.188,                0.62929,                 1.0287,                0.94614,                0.93444,                0.97439,                0.67034,                 1.1411,                0.49473,                 1.0126,               0.003334,               0.003334,               0.003334
                    204,                 1.1796,                0.62855,                 1.0264,                0.94688,                0.93455,                0.97419,                0.67062,                 1.1414,                0.49448,                 1.0125,               0.003301,               0.003301,               0.003301
                    205,                 1.1774,                0.62588,                 1.0251,                0.94683,                0.93364,                  0.974,                 0.6712,                 1.1407,                0.49405,                 1.0122,               0.003268,               0.003268,               0.003268
                    206,                 1.1858,                0.62763,                 1.0274,                0.94667,                0.93402,                  0.974,                0.67148,                 1.1397,                0.49341,                 1.0118,               0.003235,               0.003235,               0.003235
                    207,                 1.1839,                0.62776,                 1.0271,                0.94708,                0.93374,                0.97395,                0.67139,                 1.1391,                0.49362,                 1.0115,               0.003202,               0.003202,               0.003202
                    208,                 1.1829,                0.62601,                 1.0269,                0.94483,                 0.9376,                0.97405,                0.67141,                 1.1389,                 0.4933,                 1.0114,               0.003169,               0.003169,               0.003169
                    209,                 1.1824,                0.62651,                 1.0246,                0.94457,                0.93708,                0.97405,                0.67193,                 1.1387,                0.49313,                 1.0112,               0.003136,               0.003136,               0.003136
                    210,                 1.1778,                0.62755,                 1.0235,                0.94296,                0.93858,                0.97417,                 0.6718,                 1.1379,                0.49264,                 1.0107,               0.003103,               0.003103,               0.003103
                    211,                 1.1764,                0.62444,                 1.0252,                0.94267,                0.93913,                0.97418,                0.67236,                 1.1371,                0.49226,                 1.0103,                0.00307,                0.00307,                0.00307
                    212,                 1.1766,                0.62147,                 1.0225,                0.94273,                 0.9389,                 0.9741,                0.67269,                 1.1362,                0.49185,                 1.0098,               0.003037,               0.003037,               0.003037
                    213,                 1.1732,                0.61843,                  1.022,                0.94201,                0.93901,                0.97414,                0.67272,                 1.1353,                0.49163,                 1.0093,               0.003004,               0.003004,               0.003004
                    214,                 1.1702,                0.61943,                  1.024,                0.94205,                0.93965,                0.97424,                0.67292,                 1.1347,                 0.4911,                 1.0089,               0.002971,               0.002971,               0.002971
                    215,                  1.176,                 0.6217,                 1.0265,                  0.942,                0.94015,                0.97425,                 0.6734,                 1.1342,                0.49121,                 1.0086,               0.002938,               0.002938,               0.002938
                    216,                  1.172,                0.61969,                  1.022,                0.94185,                0.94033,                0.97442,                0.67369,                 1.1333,                0.49059,                 1.0082,               0.002905,               0.002905,               0.002905
                    217,                 1.1728,                0.61742,                 1.0229,                0.94244,                0.94092,                0.97452,                 0.6739,                 1.1332,                0.49039,                  1.008,               0.002872,               0.002872,               0.002872
                    218,                 1.1662,                0.61511,                 1.0201,                0.94257,                0.94028,                 0.9741,                0.67335,                  1.133,                0.49005,                 1.0079,               0.002839,               0.002839,               0.002839
                    219,                  1.169,                0.61886,                 1.0231,                0.94243,                0.94066,                0.97415,                0.67372,                 1.1331,                0.48958,                 1.0079,               0.002806,               0.002806,               0.002806
                    220,                 1.1691,                0.61559,                 1.0218,                0.94268,                0.94092,                0.97409,                0.67363,                 1.1328,                 0.4895,                 1.0077,               0.002773,               0.002773,               0.002773
                    221,                 1.1608,                0.61388,                 1.0198,                0.94389,                0.93792,                0.97415,                0.67376,                 1.1329,                0.48916,                 1.0076,                0.00274,                0.00274,                0.00274
                    222,                 1.1641,                0.61284,                 1.0181,                0.94415,                0.93785,                0.97417,                0.67415,                 1.1324,                0.48879,                 1.0075,               0.002707,               0.002707,               0.002707
                    223,                 1.1619,                0.61569,                 1.0214,                0.94443,                 0.9376,                0.97414,                0.67495,                 1.1324,                0.48814,                 1.0073,               0.002674,               0.002674,               0.002674
                    224,                 1.1623,                0.61507,                 1.0189,                 0.9444,                0.93811,                0.97447,                0.67516,                 1.1325,                 0.4875,                 1.0072,               0.002641,               0.002641,               0.002641
                    225,                 1.1636,                0.61339,                 1.0195,                0.94394,                0.93872,                0.97407,                  0.675,                 1.1323,                0.48665,                 1.0071,               0.002608,               0.002608,               0.002608
                    226,                 1.1662,                0.61241,                 1.0198,                0.94514,                0.93855,                0.97447,                0.67518,                 1.1319,                0.48651,                 1.0068,               0.002575,               0.002575,               0.002575
                    227,                  1.159,                0.60895,                  1.018,                 0.9451,                 0.9378,                0.97443,                0.67528,                 1.1318,                0.48603,                 1.0066,               0.002542,               0.002542,               0.002542
                    228,                 1.1586,                0.61164,                 1.0189,                0.94511,                0.93801,                0.97435,                0.67556,                 1.1315,                0.48578,                 1.0062,               0.002509,               0.002509,               0.002509
                    229,                 1.1588,                0.60853,                 1.0189,                0.94491,                0.93877,                0.97423,                0.67526,                 1.1312,                0.48568,                  1.006,               0.002476,               0.002476,               0.002476
                    230,                 1.1561,                0.60961,                 1.0183,                0.94547,                0.93657,                0.97427,                0.67584,                 1.1302,                 0.4852,                 1.0056,               0.002443,               0.002443,               0.002443
                    231,                 1.1543,                0.60727,                 1.0187,                0.94489,                0.93847,                0.97439,                0.67639,                   1.13,                0.48485,                 1.0055,                0.00241,                0.00241,                0.00241
                    232,                 1.1541,                0.60469,                  1.018,                0.94695,                0.93585,                0.97446,                0.67607,                 1.1294,                0.48439,                 1.0052,               0.002377,               0.002377,               0.002377
                    233,                 1.1577,                0.60786,                 1.0174,                0.94685,                0.93606,                0.97453,                0.67668,                 1.1286,                0.48411,                 1.0048,               0.002344,               0.002344,               0.002344
                    234,                 1.1534,                0.60542,                 1.0177,                0.94703,                0.93555,                0.97437,                0.67713,                 1.1282,                0.48371,                 1.0046,               0.002311,               0.002311,               0.002311
                    235,                 1.1534,                0.60342,                 1.0177,                0.94722,                0.93633,                0.97411,                0.67766,                 1.1276,                0.48342,                 1.0043,               0.002278,               0.002278,               0.002278
                    236,                 1.1468,                0.60451,                 1.0157,                0.94772,                0.93555,                0.97412,                0.67721,                 1.1269,                0.48283,                  1.004,               0.002245,               0.002245,               0.002245
                    237,                 1.1498,                0.60043,                 1.0141,                0.94789,                0.93517,                0.97409,                0.67753,                 1.1264,                0.48256,                 1.0039,               0.002212,               0.002212,               0.002212
                    238,                 1.1443,                0.60152,                 1.0125,                0.94545,                0.93862,                0.97417,                0.67835,                 1.1262,                0.48195,                 1.0037,               0.002179,               0.002179,               0.002179
                    239,                 1.1459,                0.60207,                 1.0136,                0.94679,                0.93785,                0.97412,                0.67817,                 1.1259,                 0.4819,                 1.0034,               0.002146,               0.002146,               0.002146
                    240,                  1.143,                 0.5993,                 1.0103,                0.94738,                0.93657,                0.97431,                0.67839,                 1.1256,                0.48163,                 1.0032,               0.002113,               0.002113,               0.002113
                    241,                 1.1445,                0.60084,                  1.016,                0.94745,                 0.9361,                0.97447,                 0.6782,                 1.1257,                0.48117,                 1.0031,                0.00208,                0.00208,                0.00208
                    242,                 1.1417,                0.59926,                 1.0142,                0.94697,                0.93628,                0.97456,                0.67863,                 1.1253,                0.48086,                  1.003,               0.002047,               0.002047,               0.002047
                    243,                 1.1449,                0.60201,                 1.0135,                0.94672,                0.93614,                0.97469,                0.67857,                 1.1259,                0.48069,                 1.0031,               0.002014,               0.002014,               0.002014
                    244,                 1.1398,                0.60028,                 1.0115,                0.94728,                0.93743,                0.97458,                0.67849,                 1.1254,                0.48067,                 1.0029,               0.001981,               0.001981,               0.001981
                    245,                 1.1366,                0.59501,                 1.0111,                0.94756,                0.93811,                0.97462,                0.67906,                 1.1246,                0.48044,                 1.0027,               0.001948,               0.001948,               0.001948
                    246,                 1.1391,                0.59889,                 1.0129,                0.94757,                0.93838,                0.97468,                0.67897,                 1.1249,                0.48018,                 1.0026,               0.001915,               0.001915,               0.001915
                    247,                 1.1397,                0.59722,                 1.0103,                0.94676,                0.93913,                0.97477,                0.67873,                 1.1252,                0.48007,                 1.0028,               0.001882,               0.001882,               0.001882
                    248,                 1.1349,                0.59605,                 1.0112,                0.94679,                0.93939,                 0.9748,                0.67869,                 1.1254,                0.47992,                 1.0028,               0.001849,               0.001849,               0.001849
                    249,                 1.1337,                0.59567,                 1.0099,                0.94638,                0.93892,                0.97472,                0.67927,                 1.1254,                0.47998,                 1.0026,               0.001816,               0.001816,               0.001816
                    250,                 1.1372,                 0.5931,                 1.0087,                0.94665,                 0.9394,                0.97507,                0.67968,                 1.1251,                 0.4797,                 1.0024,               0.001783,               0.001783,               0.001783
                    251,                 1.1307,                0.59036,                 1.0071,                0.94684,                0.93845,                  0.975,                0.68003,                 1.1248,                0.47998,                 1.0022,                0.00175,                0.00175,                0.00175
                    252,                 1.1271,                0.59224,                  1.009,                0.94788,                0.93962,                0.97529,                0.67993,                 1.1241,                0.47993,                 1.0019,               0.001717,               0.001717,               0.001717
                    253,                 1.1316,                0.59133,                 1.0094,                0.94812,                0.93938,                0.97494,                 0.6799,                  1.124,                 0.4792,                 1.0017,               0.001684,               0.001684,               0.001684
                    254,                 1.1226,                 0.5884,                 1.0078,                0.94811,                0.94015,                0.97495,                0.68054,                 1.1235,                0.47925,                 1.0014,               0.001651,               0.001651,               0.001651
                    255,                 1.1224,                0.58556,                 1.0049,                0.94785,                  0.939,                0.97455,                0.68058,                 1.1236,                0.47899,                 1.0014,               0.001618,               0.001618,               0.001618
                    256,                 1.1237,                0.58781,                 1.0067,                0.94812,                0.93913,                 0.9748,                0.68046,                 1.1232,                0.47866,                 1.0012,               0.001585,               0.001585,               0.001585
                    257,                 1.1249,                0.58848,                 1.0071,                0.94793,                0.93606,                 0.9746,                 0.6811,                 1.1229,                0.47822,                  1.001,               0.001552,               0.001552,               0.001552
                    258,                 1.1173,                0.58627,                  1.007,                0.94845,                0.93683,                0.97498,                 0.6809,                 1.1225,                0.47777,                 1.0009,               0.001519,               0.001519,               0.001519
                    259,                 1.1222,                0.58794,                 1.0086,                0.94853,                0.93683,                0.97501,                0.68085,                 1.1222,                0.47793,                 1.0007,               0.001486,               0.001486,               0.001486
                    260,                 1.1175,                   0.58,                 1.0029,                0.94776,                0.93722,                0.97506,                0.68103,                 1.1218,                0.47751,                 1.0006,               0.001453,               0.001453,               0.001453
                    261,                 1.1155,                0.58264,                 1.0038,                0.94873,                0.93708,                 0.9758,                0.68124,                 1.1215,                0.47747,                 1.0003,                0.00142,                0.00142,                0.00142
                    262,                 1.1146,                0.58182,                 1.0046,                0.94894,                0.93641,                0.97572,                0.68124,                 1.1213,                 0.4774,                 1.0002,               0.001387,               0.001387,               0.001387
                    263,                 1.1171,                0.58342,                 1.0055,                0.94947,                0.93606,                0.97568,                0.68138,                 1.1205,                0.47701,                0.99987,               0.001354,               0.001354,               0.001354
                    264,                 1.1088,                 0.5796,                 1.0023,                 0.9542,                0.93253,                0.97573,                0.68211,                   1.12,                0.47723,                0.99951,               0.001321,               0.001321,               0.001321
                    265,                 1.1135,                0.57852,                 1.0052,                0.95446,                0.93263,                0.97586,                0.68238,                 1.1194,                0.47675,                0.99926,               0.001288,               0.001288,               0.001288
                    266,                 1.1123,                0.58068,                 1.0031,                0.95668,                  0.932,                0.97598,                0.68242,                 1.1193,                0.47671,                0.99912,               0.001255,               0.001255,               0.001255
                    267,                 1.1096,                0.57906,                 1.0023,                0.95486,                0.93325,                0.97599,                0.68301,                 1.1192,                0.47632,                0.99899,               0.001222,               0.001222,               0.001222
                    268,                 1.1092,                0.57765,                 1.0029,                0.95449,                0.93299,                0.97618,                0.68293,                 1.1194,                0.47643,                0.99908,               0.001189,               0.001189,               0.001189
                    269,                 1.1029,                0.57564,                  1.001,                0.95498,                0.93315,                0.97638,                0.68298,                 1.1196,                0.47647,                0.99902,               0.001156,               0.001156,               0.001156
                    270,                 1.1088,                0.57624,                 1.0022,                0.95506,                0.93325,                 0.9769,                0.68298,                 1.1196,                0.47611,                0.99898,               0.001123,               0.001123,               0.001123
                    271,                 1.1024,                 0.5728,                0.99918,                0.95603,                0.93223,                0.97639,                  0.683,                 1.1197,                0.47627,                  0.999,                0.00109,                0.00109,                0.00109
                    272,                 1.1026,                0.57424,                0.99918,                 0.9561,                0.93171,                0.97641,                0.68316,                 1.1199,                0.47648,                0.99892,               0.001057,               0.001057,               0.001057
                    273,                 1.1029,                0.57204,                0.99807,                0.95616,                0.93156,                 0.9764,                0.68335,                 1.1199,                0.47622,                0.99884,               0.001024,               0.001024,               0.001024
                    274,                 1.1036,                0.57301,                 1.0009,                0.95662,                0.93066,                0.97643,                 0.6834,                 1.1201,                 0.4763,                0.99886,               0.000991,               0.000991,               0.000991
                    275,                 1.1035,                0.57428,                 1.0005,                0.95653,                0.93146,                0.97662,                0.68401,                 1.1202,                0.47593,                0.99875,               0.000958,               0.000958,               0.000958
                    276,                 1.0995,                 0.5732,                0.99876,                0.95564,                0.93197,                0.97641,                0.68416,                   1.12,                0.47611,                0.99868,               0.000925,               0.000925,               0.000925
                    277,                 1.0935,                0.57023,                0.99697,                0.95473,                0.93223,                0.97666,                0.68462,                 1.1198,                 0.4764,                0.99847,               0.000892,               0.000892,               0.000892
                    278,                 1.0964,                0.56936,                 0.9966,                0.94888,                 0.9376,                 0.9766,                0.68385,                 1.1195,                0.47691,                0.99766,               0.000859,               0.000859,               0.000859
                    279,                 1.0947,                 0.5666,                0.99899,                0.94952,                0.93802,                0.97691,                0.68456,                 1.1195,                0.47675,                0.99759,               0.000826,               0.000826,               0.000826
                    280,                 1.0941,                0.56653,                0.99696,                0.94918,                0.93836,                0.97687,                0.68466,                  1.119,                0.47691,                0.99737,               0.000793,               0.000793,               0.000793
                    281,                 1.0921,                0.56546,                0.99446,                0.94867,                0.93836,                0.97691,                0.68448,                 1.1186,                0.47679,                0.99718,                0.00076,                0.00076,                0.00076
                    282,                 1.0879,                 0.5648,                0.99621,                0.94837,                0.93862,                0.97682,                0.68446,                 1.1183,                0.47691,                0.99702,               0.000727,               0.000727,               0.000727
                    283,                 1.0936,                0.56675,                0.99735,                0.94808,                0.93869,                0.97684,                0.68418,                 1.1176,                0.47627,                0.99673,               0.000694,               0.000694,               0.000694
                    284,                 1.0873,                0.56479,                0.99535,                0.94795,                0.93913,                0.97663,                0.68443,                 1.1177,                0.47624,                0.99685,               0.000661,               0.000661,               0.000661
                    285,                 1.0901,                0.56336,                0.99435,                0.94752,                0.93939,                0.97708,                0.68449,                 1.1174,                0.47591,                0.99668,               0.000628,               0.000628,               0.000628
                    286,                 1.0865,                0.56078,                0.99367,                0.94813,                 0.9397,                0.97733,                0.68509,                 1.1171,                0.47626,                0.99644,               0.000595,               0.000595,               0.000595
                    287,                 1.0786,                0.55863,                0.99172,                0.94811,                0.93931,                0.97785,                 0.6854,                  1.117,                0.47572,                0.99647,               0.000562,               0.000562,               0.000562
                    288,                 1.0878,                0.56184,                0.99503,                0.94769,                0.93887,                0.97763,                0.68486,                 1.1167,                0.47562,                 0.9964,               0.000529,               0.000529,               0.000529
                    289,                 1.0821,                0.56326,                0.99287,                0.94854,                0.93811,                0.97721,                 0.6849,                 1.1168,                0.47552,                0.99639,               0.000496,               0.000496,               0.000496
                    290,                 1.0783,                0.56111,                0.99349,                0.94879,                0.93811,                0.97728,                0.68511,                 1.1165,                0.47548,                0.99626,               0.000463,               0.000463,               0.000463
                    291,                 1.0779,                0.55758,                0.99134,                0.94903,                0.93802,                0.97726,                0.68553,                 1.1164,                0.47504,                0.99614,                0.00043,                0.00043,                0.00043
                    292,                 1.0789,                 0.5558,                0.99066,                0.95003,                0.93811,                0.97729,                0.68534,                 1.1164,                0.47493,                0.99606,               0.000397,               0.000397,               0.000397
                    293,                 1.0784,                0.55503,                0.99265,                0.94985,                0.93887,                0.97753,                0.68547,                 1.1159,                0.47468,                0.99585,               0.000364,               0.000364,               0.000364
                    294,                 1.0779,                0.55835,                0.99393,                0.95002,                0.93913,                0.97754,                0.68563,                 1.1159,                0.47468,                0.99571,               0.000331,               0.000331,               0.000331
                    295,                 1.0781,                0.55772,                0.98992,                0.95007,                 0.9393,                0.97757,                0.68526,                 1.1156,                0.47424,                0.99559,               0.000298,               0.000298,               0.000298
                    296,                 1.0785,                0.55583,                 0.9936,                0.95008,                0.93945,                0.97758,                0.68571,                 1.1151,                 0.4744,                0.99549,               0.000265,               0.000265,               0.000265
                    297,                 1.0758,                0.55633,                0.99153,                0.94939,                0.93964,                0.97756,                0.68593,                 1.1147,                0.47398,                0.99532,               0.000232,               0.000232,               0.000232
                    298,                 1.0176,                0.48241,                0.97094,                0.94878,                0.94015,                0.97757,                0.68586,                  1.114,                0.47343,                 0.9951,               0.000199,               0.000199,               0.000199
                    299,                 1.0043,                0.47291,                0.96545,                0.94989,                0.94015,                0.97775,                 0.6861,                 1.1133,                 0.4731,                0.99479,               0.000166,               0.000166,               0.000166
                    300,                0.99882,                0.46946,                0.96497,                 0.9494,                0.94053,                0.97761,                0.68617,                 1.1128,                0.47249,                0.99467,               0.000133,               0.000133,               0.000133
